oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	num_phenotype_shared	phenotype_intersect_abc
YML028W	YJL092W	YDL101C	ku	ku	3	(null, UV resistance: decreased,  ); (null, resistance to chemicals: decreased, hydroxyurea); (null, resistance to chemicals: decreased, sodium selenide (1 uM))
YML028W	YJL115W	YDL101C	ku	ku	4	(null, resistance to chemicals: decreased, selenite(2-)); (null, resistance to chemicals: decreased, hydroxyurea); (null, resistance to chemicals: decreased, sodium selenide (1 uM)); (null, resistance to chemicals: decreased, sodium arsenite (400 uM))
YML028W	YJL115W	YHR206W	tu	tu	2	(null, stress resistance: decreased, zinc dichloride (1 uM)); (null, resistance to chemicals: decreased, sodium arsenite (400 uM))
YML028W	YLL039C	YDR453C	p	p	2	(null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YML028W	YLR032W	YDL101C	ku	ku	4	(null, UV resistance: decreased,  ); (null, resistance to chemicals: decreased, selenite(2-)); (null, resistance to chemicals: decreased, hydroxyurea); (null, resistance to chemicals: decreased, sodium selenide (1 uM))
YML028W	YLR109W	YGR209C	p	p	1	(null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YML028W	YLR109W	YHR206W	tu	tu	1	(null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YML028W	YLR109W	YML007W	p	tu	1	(null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YML028W	YLR109W	YML007W	tu	tu	1	(null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YML028W	YLR439W	YDL056W	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YML029W	YLR207W	YBR201W	p	p	3	(null, resistance to chemicals: increased, sorbate (5 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YML029W	YLR207W	YDR057W	p	p	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YML029W	YLR207W	YOL013C	p	p	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YML030W	YKL002W	YLR025W	p	p	2	(null, resistance to chemicals: decreased, cordycepin (20 ug/ml)); (null, desiccation resistance: decreased,  )
YML035C	YCL008C	YLR191W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YML041C	YJR082C	YNL107W	p	p	1	(null, resistance to chemicals: decreased, methyl methanesulfonate (0.03%))
YML041C	YLR200W	YDR334W	p	p	3	(null, resistance to chemicals: decreased, benomyl (10 ug/ml)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, resistance to chemicals: decreased, cordycepin (20 ug/ml))
YML065W	YBL023C	YBR160W	ku	ku	1	(repressible, resistance to chemicals: increased, myriocin (1 uM))
YML065W	YBL023C	YBR160W	p	ku	1	(repressible, resistance to chemicals: increased, myriocin (1 uM))
YML065W	YDL017W	YBR160W	ku	ku	1	(repressible, resistance to chemicals: increased, myriocin (1 uM))
YML065W	YDL017W	YBR160W	p	ku	1	(repressible, resistance to chemicals: increased, myriocin (1 uM))
YML065W	YFR027W	YBR160W	ku	ku	1	(repressible, resistance to chemicals: increased, myriocin (1 uM))
YML065W	YFR027W	YBR160W	ku	p	1	(repressible, resistance to chemicals: increased, myriocin (1 uM))
YML065W	YFR027W	YBR160W	p	ku	1	(repressible, resistance to chemicals: increased, myriocin (1 uM))
YML065W	YFR027W	YBR160W	p	p	1	(repressible, resistance to chemicals: increased, myriocin (1 uM))
YML071C	YJR032W	YPL240C	p	p	1	(null, resistance to chemicals: decreased, aluminium(3+) (0.4 mM)|(E)-1,1'-azobis(N,N-dimethylformamide) (0.8 mM))
YML071C	YLR262C	YNL041C	p	p	8	(null, resistance to chemicals: decreased, benzothiazoles); (null, resistance to chemicals: decreased, hygromycin B (50 ug/ml)); (null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, spermine); (null, resistance to chemicals: decreased, hygromycin B); (null, resistance to chemicals: decreased, dieldrin (460 uM)); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml)); (null, resistance to chemicals: decreased, nicotinamide (120 mM))
YML073C	YJL124C	YDL170W	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YML075C	YLR450W	YLR207W	p	p	1	(null, resistance to chemicals: increased, toxaphene (640 uM))
YML077W	YBR254C	YEL048C	p	p	1	(null, resistance to chemicals: decreased, chlorpromazine)
YML077W	YBR254C	YOR115C	p	p	1	(null, resistance to chemicals: decreased, chlorpromazine)
YML086C	YKR016W	YNL121C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YML092C	YDL147W	YGL011C	p	p	1	(conditional, killer toxin resistance: decreased,  )
YML092C	YDL147W	YOL038W	p	p	1	(conditional, killer toxin resistance: decreased,  )
YML094W	YBL007C	YLR200W	p	p	2	(null, resistance to chemicals: decreased, propan-1-ol (7%)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YML094W	YCR033W	YLR200W	p	p	1	(null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YML094W	YDR334W	YLR200W	p	p	2	(null, resistance to chemicals: decreased, benomyl (15 ug/ml)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YML094W	YDR388W	YNL153C	p	p	1	(null, resistance to chemicals: decreased, benomyl (15 ug/ml))
YML094W	YJL020C	YLR200W	p	p	1	(null, resistance to chemicals: decreased, methylglyoxal (8 mM))
YML094W	YJR053W	YGR078C	p	p	1	(null, resistance to chemicals: decreased, benomyl (15 ug/ml))
YML094W	YLL049W	YPL174C	p	p	1	(null, resistance to chemicals: decreased, camptothecin (43 uM))
YML097C	YER125W	YLL039C	p	p	1	(null, toxin resistance: increased,  )
YML097C	YGL058W	YLL039C	p	p	1	(null, resistance to chemicals: decreased, caffeine (7.7 mM))
YML097C	YGL219C	YLL039C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YML097C	YHL002W	YLL039C	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YML097C	YLR262C	YOR089C	p	p	14	(null, resistance to chemicals: decreased, actinomycin D (400 uM)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, bleomycin (0.01 U/ml)); (null, resistance to chemicals: decreased, chondramide derivative); (null, resistance to chemicals: decreased, benzothiazoles); (null, resistance to chemicals: decreased, Calcofluor White (3 ug/ml)); (null, resistance to chemicals: decreased, hygromycin B (0.075 ug/ml)); (null, resistance to chemicals: decreased, mefloquine); (null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, (S)-lactic acid (3.1% (w/v), pH2.9)); (null, stress resistance: increased, zinc dichloride (1 uM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, monensin A (50 uM)); (null, resistance to chemicals: decreased, hygromycin B (50 ug/ml))
YML097C	YLR417W	YLL039C	p	p	3	(null, resistance to chemicals: increased, toxaphene (640 uM)); (null, desiccation resistance: decreased,  ); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YML102W	YBL008W	YBR009C	p	p	1	(null, resistance to chemicals: decreased, camptothecin (43 uM))
YML102W	YBL008W	YBR009C	p	td	1	(null, resistance to chemicals: decreased, camptothecin (43 uM))
YML103C	YBL079W	YDL116W	p	p	1	(null, resistance to chemicals: decreased, ethanol (8%))
YML103C	YBL079W	YKL068W	p	p	1	(null, resistance to chemicals: decreased, ethanol (8%))
YML103C	YDL088C	YKL068W	p	p	1	(null, resistance to chemicals: decreased, ethanol (8%))
YML103C	YER110C	YKL068W	p	p	1	(null, resistance to chemicals: decreased, ethanol (8%))
YML103C	YKL068W	YDL116W	p	p	1	(null, resistance to chemicals: decreased, ethanol (8%))
YML103C	YLR335W	YAR002W	p	p	1	(null, resistance to chemicals: decreased, dimethyl sulfoxide (8%))
YML115C	YDR335W	YGL071W	tu	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YML121W	YDR293C	YJR066W	ku	ku	8	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, caffeine (7.7 mM)); (null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, sirolimus (0.1 ug/ml)); (null, resistance to chemicals: decreased, caffeine (2 mg/ml)); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, resistance to chemicals: decreased, caffeine (0.15%)); (null, resistance to chemicals: decreased, camptothecin (43 uM))
YML121W	YGL023C	YKR007W	p	p	5	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, caffeine); (null, resistance to chemicals: decreased, caffeine (0.15%)); (null, resistance to chemicals: decreased, sirolimus (0.015 ug/ml))
YML121W	YHR186C	YJR066W	ku	ku	2	(null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, caffeine)
YML121W	YHR186C	YJR066W	ku	p	2	(null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, caffeine)
YML121W	YHR186C	YPL180W	p	p	2	(null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, caffeine)
YML121W	YJR066W	YHR186C	p	kd	2	(null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, caffeine)
YML121W	YJR066W	YHR186C	p	p	2	(null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, caffeine)
YML121W	YJR066W	YPL180W	p	kd	12	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, sirolimus (0.003 uM)); (null, stress resistance: increased, zinc dichloride (1 uM)); (null, resistance to chemicals: decreased, caffeine (7.7 mM)); (null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, sirolimus (0.1 ug/ml)); (null, resistance to chemicals: decreased, caffeine (2 mg/ml)); (null, resistance to chemicals: decreased, caffeine); (null, innate thermotolerance: increased,  ); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, resistance to chemicals: decreased, caffeine (0.15%)); (null, resistance to chemicals: decreased, sirolimus (0.015 ug/ml))
YML121W	YJR066W	YPL180W	p	p	12	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, sirolimus (0.003 uM)); (null, stress resistance: increased, zinc dichloride (1 uM)); (null, resistance to chemicals: decreased, caffeine (7.7 mM)); (null, resistance to chemicals: decreased, sirolimus); (null, resistance to chemicals: decreased, sirolimus (0.1 ug/ml)); (null, resistance to chemicals: decreased, caffeine (2 mg/ml)); (null, resistance to chemicals: decreased, caffeine); (null, innate thermotolerance: increased,  ); (null, resistance to chemicals: decreased, caffeine (6 mM)); (null, resistance to chemicals: decreased, caffeine (0.15%)); (null, resistance to chemicals: decreased, sirolimus (0.015 ug/ml))
YML124C	YCL029C	YER016W	p	p	2	(null, resistance to chemicals: decreased, benomyl); (null, resistance to chemicals: decreased, benomyl (15 ug/ml))
YML124C	YCL029C	YLR045C	p	p	1	(null, resistance to chemicals: decreased, epothilone (epothilon B analog))
YML127W	YFR037C	YIL126W	p	p	2	(null, resistance to chemicals: decreased, doxorubicin); (null, resistance to chemicals: decreased, trapoxin A)
YML127W	YFR037C	YLR357W	p	p	1	(null, resistance to chemicals: decreased, doxorubicin)
YMR015C	YAR015W	YDR392W	tu	tu	2	(null, resistance to chemicals: decreased, ethanol (8%)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YMR015C	YDR123C	YDR392W	tu	tu	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YMR016C	YDR043C	YHR206W	tu	tu	1	(null, stress resistance: decreased, zinc dichloride (1 uM))
YMR016C	YDR043C	YIL119C	td	td	1	(null, stress resistance: decreased, zinc dichloride (1 uM))
YMR018W	YAL005C	YDR207C	tu	tu	1	(null, UV resistance: decreased,  )
YMR021C	YGL071W	YER145C	td	td	9	(null, resistance to chemicals: decreased, curcumin); (null, resistance to chemicals: decreased, curcumin (150 uM)); (null, metal resistance: decreased, cadmium(2+) (50 uM)); (null, metal resistance: decreased, nickel(2+) (2.5 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, disodium 4,7-diphenyl-1,10-phenanthroline 4',4''-disulfonate (80 uM)); (null, metal resistance: decreased, manganese(2+) (4 mM MnCl2)); (null, metal resistance: decreased, cobalt(2+) (2.5 mM CoCl2)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YMR036C	YBR133C	YHL007C	ku	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR036C	YBR133C	YKL101W	ku	ku	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR036C	YBR133C	YKL101W	ku	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR036C	YCL032W	YHR135C	ku	ku	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR036C	YCL032W	YNL154C	ku	ku	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR036C	YDR507C	YKL101W	ku	kd	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR036C	YDR507C	YKL101W	ku	ku	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR036C	YDR507C	YKL101W	ku	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR036C	YKL048C	YKL101W	ku	kd	1	(null, resistance to chemicals: decreased, calcium dichloride (0.7 M))
YMR036C	YKL048C	YKL101W	ku	ku	1	(null, resistance to chemicals: decreased, calcium dichloride (0.7 M))
YMR036C	YKL101W	YHR030C	ku	ku	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR037C	YEL009C	YPL042C	ku	ku	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR037C	YEL009C	YPL042C	ku	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR037C	YGL253W	YDR477W	ku	ku	1	(null, desiccation resistance: decreased,  )
YMR037C	YGL253W	YDR477W	ku	p	1	(null, desiccation resistance: decreased,  )
YMR037C	YLR330W	YOR299W	td	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR039C	YDR162C	YJL128C	ku	ku	3	(null, resistance to chemicals: decreased, actinomycin D (400 uM)); (null, resistance to chemicals: decreased, arsenite(3-) (0.75 - 1.0 mM)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YMR039C	YDR162C	YJL128C	ku	p	3	(null, resistance to chemicals: decreased, actinomycin D (400 uM)); (null, resistance to chemicals: decreased, arsenite(3-) (0.75 - 1.0 mM)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YMR039C	YDR162C	YLR113W	ku	ku	2	(null, resistance to chemicals: decreased, arsenite(3-) (0.75 - 1.0 mM)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YMR039C	YER151C	YLR113W	ku	ku	4	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, arsenite(3-) (0.75 - 1.0 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YMR039C	YER151C	YLR113W	ku	p	4	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, arsenite(3-) (0.75 - 1.0 mM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YMR039C	YLR113W	YJL128C	ku	kd	4	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, arsenite(3-) (0.75 - 1.0 mM)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YMR039C	YLR113W	YJL128C	ku	ku	4	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, arsenite(3-) (0.75 - 1.0 mM)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YMR039C	YLR113W	YJL128C	ku	p	4	(null, desiccation resistance: decreased,  ); (null, resistance to chemicals: decreased, arsenite(3-) (0.75 - 1.0 mM)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521)); (null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YMR039C	YLR335W	YLR113W	ku	ku	1	(null, resistance to chemicals: decreased, arsenite(3-) (0.75 - 1.0 mM))
YMR040W	YIL134W	YDR207C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR047C	YDL088C	YBL079W	p	p	1	(null, starvation resistance: decreased,  )
YMR047C	YDL088C	YMR129W	p	p	1	(null, starvation resistance: decreased,  )
YMR047C	YDL088C	YMR153W	p	p	1	(null, starvation resistance: decreased,  )
YMR047C	YER116C	YDL116W	p	p	1	(null, innate thermotolerance: decreased,  )
YMR047C	YLR293C	YAR002W	p	p	1	(null, innate thermotolerance: decreased,  )
YMR047C	YLR293C	YER110C	p	p	1	(null, innate thermotolerance: decreased,  )
YMR047C	YLR293C	YPL125W	p	p	1	(null, innate thermotolerance: decreased,  )
YMR049C	YBR142W	YDR060W	p	p	1	(null, resistance to chemicals: decreased, 5-fluorouracil)
YMR055C	YGR078C	YJR053W	p	p	1	(null, resistance to chemicals: decreased, benomyl (15 ug/ml))
YMR058W	YDR207C	YIR018W	tu	td	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR058W	YDR207C	YPR104C	tu	tu	1	(null, oxidative stress resistance: decreased, hydrogen peroxide (3 mM))
YMR070W	YER052C	YDR463W	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR070W	YIL038C	YPR072W	td	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR078C	YDR225W	YIL131C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR089C	YGR231C	YER017C	p	p	1	(null, innate thermotolerance: decreased,  )
YMR094W	YIL035C	YOR057W	p	kd	2	(null, resistance to chemicals: decreased, radicicol); (null, resistance to chemicals: decreased, geldanamycin)
YMR100W	YGL012W	YDL020C	tu	tu	1	(null, resistance to chemicals: decreased, amitrole (22 mg/ml))
YMR100W	YLL039C	YGL058W	p	p	1	(null, resistance to chemicals: decreased, oleic acid (0.1%))
YMR109W	YBL007C	YCR088W	p	p	1	(null, killer toxin resistance: increased,  )
YMR109W	YBL007C	YDL146W	p	p	1	(null, killer toxin resistance: increased,  )
YMR109W	YBL007C	YDR388W	p	p	3	(null, killer toxin resistance: increased,  ); (null, resistance to chemicals: decreased, fluconazole (100 uM)); (null, resistance to chemicals: decreased, mycophenolic acid (46.8 uM))
YMR109W	YBL007C	YJL095W	ku	ku	1	(null, resistance to chemicals: decreased, fluconazole (100 uM))
YMR109W	YBL007C	YJL095W	p	ku	1	(null, resistance to chemicals: decreased, fluconazole (100 uM))
YMR109W	YBL007C	YLR337C	p	p	3	(null, killer toxin resistance: increased,  ); (null, resistance to chemicals: decreased, fluconazole (100 uM)); (null, resistance to chemicals: decreased, mycophenolic acid (46.8 uM))
YMR109W	YBL007C	YNL094W	p	p	2	(null, killer toxin resistance: increased,  ); (null, resistance to chemicals: increased, miconazole (1000 ug/ml))
YMR109W	YBR234C	YDL029W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YBR234C	YIL062C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YBR234C	YJR065C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YBR234C	YKL013C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YBR234C	YLR337C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YBR234C	YLR370C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YCR009C	YDR388W	p	p	2	(null, resistance to chemicals: decreased, chondramide derivative); (null, killer toxin resistance: increased,  )
YMR109W	YDL029W	YBR234C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YDL029W	YCR088W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YDL029W	YDR388W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YDL029W	YIL062C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YDL029W	YJR065C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YDL029W	YKL013C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YDL029W	YLR337C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YDL029W	YLR370C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YDR388W	YCR088W	p	p	3	(null, resistance to chemicals: decreased, chondramide derivative); (null, killer toxin resistance: increased,  ); (null, resistance to chemicals: decreased, cycloheximide (0.18 uM))
YMR109W	YDR388W	YDL029W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YDR388W	YLR337C	p	p	5	(null, resistance to chemicals: decreased, chondramide derivative); (null, killer toxin resistance: increased,  ); (null, resistance to chemicals: decreased, cycloheximide (0.18 uM)); (null, resistance to chemicals: decreased, fluconazole (100 uM)); (null, resistance to chemicals: decreased, mycophenolic acid (46.8 uM))
YMR109W	YDR388W	YNL094W	p	p	1	(null, killer toxin resistance: increased,  )
YMR109W	YDR388W	YNL138W	p	p	1	(null, killer toxin resistance: increased,  )
YMR109W	YLR337C	YBR234C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YLR337C	YDL029W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YLR337C	YDR388W	p	p	5	(null, resistance to chemicals: decreased, chondramide derivative); (null, killer toxin resistance: increased,  ); (null, resistance to chemicals: decreased, cycloheximide (0.18 uM)); (null, resistance to chemicals: decreased, fluconazole (100 uM)); (null, resistance to chemicals: decreased, mycophenolic acid (46.8 uM))
YMR109W	YLR370C	YBR234C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YLR370C	YDL029W	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YLR370C	YIL062C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YLR370C	YJR065C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR109W	YLR370C	YKL013C	p	p	1	(null, resistance to chemicals: decreased, chondramide derivative)
YMR116C	YDL006W	YHR030C	ku	ku	5	(null, resistance to chemicals: decreased, doxorubicin (50 ug/ml)); (null, resistance to chemicals: decreased, cycloheximide (0.18 ug/ml)); (null, resistance to chemicals: decreased, methyl methanesulfonate (1772 uM)); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml)); (null, resistance to chemicals: decreased, methylglyoxal (8 mM))
YMR116C	YLR182W	YHR030C	ku	ku	3	(null, resistance to chemicals: decreased, doxorubicin (50 ug/ml)); (null, killer toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YMR116C	YLR182W	YHR030C	ku	p	3	(null, resistance to chemicals: decreased, doxorubicin (50 ug/ml)); (null, killer toxin resistance: decreased,  ); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YMR116C	YLR342W	YHR030C	ku	ku	2	(null, resistance to chemicals: decreased, Calcofluor White); (null, resistance to chemicals: decreased, Congo Red (50 ug/ml))
YMR117C	YBR107C	YIR010W	p	p	1	(null, starvation resistance: decreased,  )
YMR117C	YDR318W	YIR010W	p	p	1	(null, starvation resistance: decreased,  )
YMR117C	YGL086W	YDL028C	ku	ku	1	(null, starvation resistance: decreased,  )
YMR117C	YGL086W	YDL028C	p	ku	1	(null, starvation resistance: decreased,  )
YMR117C	YIR010W	YDL028C	ku	ku	1	(null, starvation resistance: decreased,  )
YMR117C	YIR010W	YDL028C	p	ku	1	(null, starvation resistance: decreased,  )
YMR117C	YIR010W	YDR318W	p	p	1	(null, starvation resistance: decreased,  )
YMR117C	YJR135C	YIR010W	p	p	1	(null, starvation resistance: decreased,  )
YMR125W	YHR086W	YDR432W	p	p	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR125W	YKL074C	YDR432W	p	p	3	(null, resistance to chemicals: decreased, hydroxyurea); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, 7-phenyl-2,4,6-heptatrienoic hydroxamic acid (histone deacetylase inhibitor CG-1521))
YMR129W	YDL088C	YBL079W	p	p	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, starvation resistance: decreased,  )
YMR129W	YDL088C	YMR047C	p	p	1	(null, starvation resistance: decreased,  )
YMR135C	YLR182W	YER111C	tu	p	1	(null, resistance to chemicals: decreased, ethanol (8%))
YMR135C	YLR182W	YER111C	tu	td	1	(null, resistance to chemicals: decreased, ethanol (8%))
YMR144W	YAL024C	YNL068C	tu	tu	2	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M)); (null, resistance to chemicals: decreased, idarubicin (50 uM))
YMR147W	YHR137W	YDR207C	tu	tu	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR153W	YBL079W	YDL088C	p	p	2	(null, starvation resistance: decreased,  ); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR153W	YBL079W	YDL116W	p	p	2	(null, starvation resistance: decreased,  ); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR153W	YBL079W	YLL039C	p	p	2	(null, resistance to chemicals: decreased, cycloheximide (0.18 uM)); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR153W	YBL079W	YMR047C	p	p	1	(null, starvation resistance: decreased,  )
YMR153W	YDL088C	YBL079W	p	p	2	(null, starvation resistance: decreased,  ); (null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
YMR153W	YDL088C	YMR047C	p	p	1	(null, starvation resistance: decreased,  )
YMR153W	YDR207C	YLL039C	p	td	1	(null, vacuolar morphology: abnormal, sodium chloride (0.4 M))
