oln_id	overexpression_toxic	essential	periodically_expressed	uniprot_acc	gene_name	description	synonyms
YJL101C	0	0	0	P32477	GSH1	Glutamate--cysteine ligase	NA
YEL046C	0	0	0	P37303	GLY1	Low specificity L-threonine aldolase	NA
YBR244W	0	0	0	P38143	GPX2	Glutathione peroxidase 2	NA
YML048W	0	0	0	Q04697	GSF2	Glucose-signaling factor 2	ECM6;EFF2
YOL049W	0	0	0	Q08220	GSH2	Glutathione synthetase	NA
YML121W	0	0	0	Q00582	GTR1	GTP-binding protein GTR1	NA
YPL059W	0	0	0	Q02784	GRX5	Monothiol glutaredoxin-5, mitochondrial precursor	NA
YER039C	0	0	0	P0CE11	HVG1	Probable GDP-mannose transporter 2	YEM9
YAL056W	0	0	0	P39717	GPB2	Guanine nucleotide-binding protein subunit beta 2	KRH1
YLL060C	0	0	0	Q12390	GTT2	Glutathione S-transferase 2	NA
YGL084C	0	0	0	P53154	GUP1	Glycerol uptake protein 1	NA
YER062C	0	0	0	P40106	GPP2	Glycerol-1-phosphate phosphohydrolase 2 {ECO:0000305}	HOR2 {ECO:0000303|PubMed:7500933}
YJR090C	0	0	0	P24814	GRR1	SCF E3 ubiquitin ligase complex F-box protein GRR1	CAT80;COT2
YPL091W	0	0	0	P41921	GLR1	Glutathione reductase	NA
YIR038C	0	0	0	P40582	GTT1	Glutathione S-transferase 1	NA
YKR076W	0	0	0	P36156	ECM4	Glutathione S-transferase omega-like 2	GTO2
YGL181W	0	0	0	P40956	GTS1	Protein GTS1	LSR1
YLR289W	0	0	0	P46943	GUF1	Translation factor GUF1, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03137} precursor	NA
YMR192W	0	0	0	Q04322	GYL1	Probable GTPase-activating protein GYL1	APP2
YOR070C	0	0	0	Q08484	GYP1	GTPase-activating protein GYP1	NA
YPL249C	0	0	0	Q12344	GYP5	GTPase-activating protein GYP5	NA
YMR251W	0	0	0	Q04806	GTO3	Glutathione S-transferase omega-like 3	NA
YMR217W	0	0	0	P38625	GUA1	GMP synthase [glutamine-hydrolyzing]	NA
YDL238C	0	0	0	Q07729	GUD1	Probable guanine deaminase	NA
YNL293W	0	0	0	P48566	MSB3	GTPase-activating protein GYP3	GYP3
YPR005C	0	0	0	Q01766	HAL1	Halotolerance protein HAL1	NA
YEL056W	0	0	0	P39984	HAT2	Histone acetyltransferase type B subunit 2	NA
YER020W	0	0	0	P10823	GPA2	Guanine nucleotide-binding protein alpha-2 subunit	SSP101
YOL059W	0	0	0	P41911	GPD2	Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial precursor	GPD3
YIL155C	0	0	0	P32191	GUT2	Glycerol-3-phosphate dehydrogenase, mitochondrial precursor	NA
YBL011W	0	0	0	P32784	SCT1	Glycerol-3-phosphate O-acyltransferase 1	GAT2;GPT1
YKR067W	0	0	0	P36148	GPT2	Glycerol-3-phosphate O-acyltransferase 2	GAT1
YIR037W	0	0	0	P40581	HYR1	Peroxiredoxin HYR1	GPX3;ORP1
YHR104W	0	0	0	P38715	GRE3	NADPH-dependent aldose reductase GRE3 {ECO:0000305|PubMed:11525399}	NA
YPL001W	0	0	0	Q12341	HAT1	Histone acetyltransferase type B catalytic subunit	NA
YKR084C	0	0	0	P32769	HBS1	Elongation factor 1 alpha-like protein	NA
YKL026C	0	0	0	P36014	GPX1	Glutathione peroxidase 1	NA
YDL234C	0	0	0	P48365	GYP7	GTPase-activating protein GYP7	NA
YNL281W	0	0	0	P53834	HCH1	Hsp90 co-chaperone HCH1	NA
YNL021W	0	0	0	P53973	HDA1	Histone deacetylase HDA1	NA
YPR179C	0	0	0	Q06623	HDA3	HDA1 complex subunit 3	PLO1
YJL103C	0	0	0	P42950	GSM1	Glucose starvation modulator protein 1	NA
YGR154C	0	0	0	P48239	GTO1	Glutathione S-transferase omega-like 1	NA
YFR015C	0	0	0	P23337	GSY1	Glycogen [starch] synthase isoform 1	NA
YLR258W	0	0	0	P27472	GSY2	Glycogen [starch] synthase isoform 2	NA
YJL165C	0	0	0	P38970	HAL5	Serine/threonine-protein kinase HAL5	NA
YGL237C	0	0	0	P06774	HAP2	Transcriptional activator HAP2	NA
YBL021C	0	0	0	P13434	HAP3	Transcriptional activator HAP3	NA
YOR227W	0	0	0	Q12276	HER1	HMG2-induced ER-remodeling protein 1	NA
YGL251C	0	0	0	P51979	HFM1	ATP-dependent DNA helicase MER3	MER3
YCR008W	0	0	0	P25333	SAT4	Serine/threonine-protein kinase HAL4/SAT4	HAL4
YLR256W	0	0	0	P0CE41	HAP1	Heme-responsive zinc finger transcription factor HAP1	CYP1
YKR017C	0	0	0	P36113	HEL1	E3 ubiquitin-protein ligase HEL2 {ECO:0000305|PubMed:22570702}	NA
YCL030C	0	0	0	P00815	HIS4	Histidine biosynthesis trifunctional protein	NA
YPL189W	0	0	0	Q08929	GUP2	Glycerol uptake protein 2	NA
YIL041W	0	0	0	P40531	GVP36	Protein GVP36	NA
YPR008W	0	0	0	Q12753	HAA1	Transcriptional activator HAA1	NA
YOL089C	0	0	0	Q12180	HAL9	Halotolerance protein 9	NA
YCL026C-B	0	0	0	Q96VH4	HBN1	Putative nitroreductase HBN1	NA
YKL017C	0	0	0	P34243	HCS1	DNA polymerase alpha-associated DNA helicase A	DIP1
YMR110C	0	0	0	Q04458	HFD1	Fatty aldehyde dehydrogenase HFD1	NA
YOR358W	0	0	0	Q02516	HAP5	Transcriptional activator HAP5	NA
YDL223C	0	0	0	Q07653	HBT1	Protein HBT1	Crem
YDR295C	0	0	0	Q06629	HDA2	HDA1 complex subunit 2	PLO2
YDR014W-A	0	0	0	Q03937	HED1	Meiosis-specific protein HED1	NA
YMR207C	0	0	0	P32874	HFA1	Acetyl-CoA carboxylase, mitochondrial precursor	NA
YER055C	0	0	0	P00498	HIS1	ATP phosphoribosyltransferase	NA
YIL116W	0	0	0	P07172	HIS5	Histidinol-phosphate aminotransferase	NA
YER057C	0	0	0	P40037	HMF1	Protein HMF1	HIG1
YDR174W	0	0	0	Q03973	HMO1	High mobility group protein 1	HSM2
YDR036C	0	0	0	P28817	EHD3	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial precursor	MRP5
YOR038C	0	0	0	P32480	HIR2	Protein HIR2	NA
YJR055W	0	0	0	P46973	HIT1	Protein HIT1	NA
YMR161W	0	0	0	P48353	HLJ1	Protein HLJ1	NA
YBR215W	0	0	0	Q01448	HPC2	Histone promoter control protein 2	NA
YAL028W	0	0	0	P39734	FRT2	Protein HPH2	HPH2
YNL004W	0	0	0	P38922	HRB1	Protein HRB1	TOM34
YDR266C	0	0	0	Q05580	HEL2	E3 ubiquitin-protein ligase HEL2 {ECO:0000305|PubMed:22570702}	NA
YOR237W	0	0	0	P35843	HES1	Protein HES1	OSH5
YBL008W	0	0	0	P32479	HIR1	Protein HIR1	NA
YJR140C	0	0	0	P47171	HIR3	Histone transcription regulator 3	HPC1
YCL066W	0	0	0	P0CY07	HMLALPHA1	Silenced mating-type protein ALPHA1	NA
YML075C	0	0	0	P12683	HMG1	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1	NA
YLR450W	0	0	0	P12684	HMG2	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2	NA
YJR075W	0	0	0	P47124	HOC1	Putative glycosyltransferase HOC1	NA
YEL059W	0	0	0	P39982	HHY1	Hypersensitivity to hygromycin-B protein 1	NA
YOR202W	0	0	0	P06633	HIS3	Imidazoleglycerol-phosphate dehydratase	NA
YDR420W	0	0	0	P41809	HKR1	Signaling mucin HKR1 precursor	NA
YCR097W	0	0	0	P0CY11	HMRA1	Silenced mating-type protein A1	NA
YBR034C	0	0	0	P38074	HMT1	Protein arginine N-methyltransferase 1 {ECO:0000303|PubMed:8647869}	ODP1 {ECO:0000303|PubMed:7896706};RMT1 {ECO:0000303|PubMed:8647869}
YDL182W	0	0	0	P48570	LYS20	Homocitrate synthase, cytosolic isozyme	NA
YKL084W	0	0	0	P36078	HOT13	Helper of Tim protein 13	NA
YMR172W	0	0	0	Q03213	HOT1	High-osmolarity-induced transcription protein 1	NA
YBR272C	0	0	0	P38348	HSM3	DNA mismatch repair protein HSM3	NA
YBR169C	0	0	0	P32590	SSE2	Heat shock protein homolog SSE2	HSP
YOL095C	0	0	0	Q12039	HMI1	ATP-dependent DNA helicase HMI1, mitochondrial precursor	NA
YDR305C	0	0	0	P49775	HNT2	Bis(5'-adenosyl)-triphosphatase	APH1
YIL072W	0	0	0	P20050	HOP1	Meiosis-specific protein HOP1	NA
YDL131W	0	0	0	Q12122	LYS21	Homocitrate synthase, mitochondrial precursor	NA
YPR193C	0	0	0	Q06592	HPA2	Histone acetyltransferase HPA2 {ECO:0000303|PubMed:10600387}	NA
YDR399W	0	0	0	Q04178	HPT1	Hypoxanthine-guanine phosphoribosyltransferase	BRA6
YPL280W	0	0	0	Q08992	HSP32	Probable glutathione-independent glyoxalase HSP32 {ECO:0000250|UniProtKB:Q04432}	NA
YGR223C	0	0	0	P50079	HSV2	SVP1-like protein 2	NA
YNR032C-A	0	0	0	Q6Q546	HUB1	Ubiquitin-like modifier HUB1	NA
YGL033W	0	0	0	P53187	HOP2	Homologous-pairing protein 2	NA
YGL194C	0	0	0	P53096	HOS2	Probable histone deacetylase HOS2	NA
YDR138W	0	0	0	P17629	HPR1	THO complex subunit HPR1	NA
YDR258C	0	0	0	P33416	HSP78	Heat shock protein 78, mitochondrial precursor	NA
YJR158W	0	0	0	P47185	HXT16	Hexose transporter HXT16	NA
YDR345C	0	0	0	P32466	HXT3	Low-affinity glucose transporter HXT3	NA
YHR096C	0	0	0	P38695	HXT5	Probable glucose transporter HXT5	NA
YDR342C	0	0	0	P39004	HXT7	High-affinity hexose transporter HXT6	NA
YJR078W	0	0	0	P47125	BNA2	Indoleamine 2,3-dioxygenase	NA
YIL020C	0	0	0	P40545	HIS6	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	NA
YBR248C	0	0	0	P33734	HIS7	Imidazole glycerol phosphate synthase hisHF	NA
YFR025C	0	0	0	P38635	HIS2	Histidinol-phosphatase	NA
YLR205C	0	0	0	P32339	HMX1	Heme-binding protein HMX1	NA
YDL125C	0	0	0	Q04344	HNT1	Hit family protein 1	HIT1
YIL112W	0	0	0	P40480	HOS4	Protein HOS4	NA
YOL155C	0	0	0	Q05164	HPF1	Haze protective factor 1 precursor	NA
YOL013C	0	0	0	Q08109	HRD1	ERAD-associated E3 ubiquitin-protein ligase HRD1	DER3
YOR391C	0	0	0	Q08914	HSP33	Probable glutathione-independent glyoxalase HSP33 {ECO:0000250|UniProtKB:Q04432}	NA
YJR036C	0	0	0	P40985	HUL4	Probable E3 ubiquitin-protein ligase HUL4	NA
YGL168W	0	0	0	P45820	HUR1	Putative uncharacterized protein HUR1	NA
YOL156W	0	0	0	P54862	HXT11	Hexose transporter HXT11	LGT3
YJL077C	0	0	0	P47034	ICS3	Increased copper sensitivity protein 3	NA
YNL037C	0	0	0	P28834	IDH1	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial precursor	NA
YPR068C	0	0	0	Q12214	HOS1	Histone deacetylase HOS1	NA
YOR324C	0	0	0	Q99332	FRT1	Protein HPH1	HPH1
YIL110W	0	0	0	P40481	HPM1	Histidine protein methyltransferase 1	MNI1
YLR301W	0	0	0	Q05905	HRI1	Protein HRI1	NA
YOR267C	0	0	0	Q08732	HRK1	Serine/threonine-protein kinase HRK1	NA
YDR291W	0	0	0	Q05549	HRQ1	ATP-dependent helicase HRQ1 {ECO:0000305}	NA
YKL138C-A	0	0	0	P69852	HSK3	DASH complex subunit HSK3	NA
YBR072W	0	0	0	P15992	HSP26	Heat shock protein 26	NA
YER103W	0	0	0	P22202	SSA4	Heat shock protein SSA4	NA
YPL015C	0	0	0	P53686	HST2	NAD-dependent protein deacetylase HST2	NA
YML058W-A	0	0	0	Q6Q5K6	HUG1	MEC1-mediated checkpoint protein HUG1	NA
YGL141W	0	0	0	P53119	HUL5	Probable E3 ubiquitin-protein ligase HUL5	NA
YOR136W	0	0	0	P28241	IDH2	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial precursor	NA
YNL009W	0	0	0	P53982	IDP3	Isocitrate dehydrogenase [NADP]	NA
YDL066W	0	0	0	P21954	IDP1	Isocitrate dehydrogenase [NADP], mitochondrial precursor	NA
YER092W	0	0	0	P40060	IES5	Ino eighty subunit 5	NA
YBR133C	0	0	0	P38274	HSL7	Protein arginine N-methyltransferase HSL7 {ECO:0000305|PubMed:10903903}	NA
YDR171W	0	0	0	Q12329	HSP42	Heat shock protein 42	NA
YBL075C	0	0	0	P09435	SSA3	Heat shock protein SSA3	NA
YNL209W	0	0	0	P40150	SSB2	Heat shock protein SSB2	NA
YEL030W	0	0	0	P39987	ECM10	Heat shock protein SSC3, mitochondrial precursor	SSC3
YLR369W	0	0	0	Q05931	SSQ1	Heat shock protein SSQ1, mitochondrial precursor	SSC2
YOL068C	0	0	0	P53685	HST1	NAD-dependent protein deacetylase HST1	NA
YHR067W	0	0	0	P38790	HTD2	Hydroxyacyl-thioester dehydratase type 2, mitochondrial	RMD12
YCR020W-B	0	0	0	Q9URQ5	HTL1	High temperature lethal protein 1	DRT1
YGR268C	0	0	0	P40325	HUA1	Proline-rich protein HUA1	NA
YDL245C	0	0	0	P54854	HXT15	Hexose transporter HXT15	NA
YDR343C	0	0	0	P39003	HXT6	High-affinity hexose transporter HXT6	NA
YJL214W	0	0	0	P40886	HXT8	Hexose transporter HXT8	NA
YNL164C	0	0	0	P53892	IBD2	Protein IBD2	NA
YNL215W	0	0	0	P40154	IES2	Ino eighty subunit 2	NA
YEL044W	0	0	0	P32617	IES6	Chromatin-remodeling complex subunit IES6	NA
YGR162W	0	0	0	P39935	TIF4631	Eukaryotic initiation factor 4F subunit p150	NA
YHR132W-A	0	0	0	Q9P305	IGO2	mRNA stability protein IGO2	NA
YFL014W	0	0	0	P22943	HSP12	12 kDa heat shock protein	GLP1;HOR5
YLR099C	0	0	0	Q12385	ICT1	1-acylglycerol-3-phosphate O-acyltransferase ICT1	NA
YFL013C	0	0	0	P43579	IES1	Ino eighty subunit 1	NA
YOR189W	0	0	0	Q08561	IES4	Ino eighty subunit 4	NA
YKR059W	0	0	0	P10081	TIF1	ATP-dependent RNA helicase eIF4A	TIF41A
YJL138C	0	0	0	P10081	TIF2	ATP-dependent RNA helicase eIF4A	TIF41B
YPR163C	0	0	0	P34167	TIF3	Eukaryotic translation initiation factor 4B	STM1;TIF42
YFR017C	0	0	0	P43598	IGD1	Inhibitor of glycogen debranching 1	NA
YJR118C	0	0	0	P47155	ILM1	Protein ILM1	NA
YCR021C	0	0	0	P25619	HSP30	30 kDa heat shock protein	NA
YDR533C	0	0	0	Q04432	HSP31	Glutathione-independent glyoxalase HSP31 {ECO:0000303|PubMed:24302734}	NA
YPL106C	0	0	0	P32589	SSE1	Heat shock protein homolog SSE1	MSI3
YIL170W	0	0	0	P40441	HXT12	Putative hexose transporter 12	NA
YEL069C	0	0	0	P39924	HXT13	Hexose transporter HXT13	HXT8
YOL023W	0	0	0	P25038	IFM1	Translation initiation factor IF-2, mitochondrial precursor	NA
YJL057C	0	0	0	P47042	IKS1	Probable serine/threonine-protein kinase IKS1	NA
YGL241W	0	0	0	P53067	KAP114	Importin subunit beta-5	NA
YAR073W	0	0	0	P39567	IMD1	Putative inosine-5'-monophosphate dehydrogenase 1 {ECO:0000305|PubMed:12746440}	NA
YML056C	0	0	0	P50094	IMD4	Inosine-5'-monophosphate dehydrogenase 4 {ECO:0000255|HAMAP-Rule:MF_03156}	NA
YIL154C	0	0	0	P32351	IMP2'	Sugar utilization regulatory protein IMP2	IMP2
YIR024C	0	0	0	P40576	INA22	Inner membrane assembly complex subunit 22 {ECO:0000305|PubMed:24942160} precursor	NA
YJL216C	0	0	0	P40884	IMA5	Oligo-1,6-glucosidase IMA5	NA
YBR017C	0	0	0	P38217	KAP104	Importin subunit beta-2 {ECO:0000250|UniProtKB:Q92973}	NA
YHR216W	0	0	0	P38697	IMD2	Inosine-5'-monophosphate dehydrogenase 2 {ECO:0000255|HAMAP-Rule:MF_03156}	PUR5
YCR046C	0	0	0	P25626	IMG1	54S ribosomal protein IMG1, mitochondrial precursor	PETCR46
YDR287W	0	0	0	Q05533	INM2	Inositol monophosphatase 2	IMP2
YOL065C	0	0	0	Q08227	INP54	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP54	NA
YPL244C	0	0	0	Q12520	HUT1	UDP-galactose transporter homolog 1	MLF6
YGL253W	0	0	0	P04807	HXK2	Hexokinase-2	HEX1;HKB
YNL318C	0	0	0	P42833	HXT14	Hexose transporter HXT14	HXT9
YIL090W	0	0	0	P40499	ICE2	Protein ICE2	NA
YLR174W	0	0	0	P41939	IDP2	Isocitrate dehydrogenase [NADP] cytoplasmic	NA
YJL146W	0	0	0	P46958	IDS2	IME2-dependent-signaling protein	NA
YLR052W	0	0	0	Q12345	IES3	Ino eighty subunit 3	NA
YCR071C	0	0	0	P25642	IMG2	54S ribosomal protein IMG2, mitochondrial precursor	NA
YGR031W	0	0	0	P53219	IMO32	Abhydrolase domain-containing protein IMO32 precursor	NA
YMR035W	0	0	0	P46972	IMP2	Mitochondrial inner membrane protease subunit 2	NA
YMR204C	0	0	0	Q03694	INP1	Inheritance of peroxisomes protein 1	NA
YIL162W	0	0	0	P00724	SUC2	Invertase 2 precursor	NA
YDR072C	0	0	0	P38954	IPT1	Inositolphosphotransferase 1	SYR4
YDR112W	0	0	0	A0A023PXB5	IRC2	Putative uncharacterized membrane protein IRC2 {ECO:0000305}	NA
YDR540C	0	0	0	Q03036	IRC4	Uncharacterized protein IRC4	NA
YER078C	0	0	0	P40051	ICP55	Intermediate cleaving peptidase 55	NA
YAL035W	0	0	0	P39730	FUN12	Eukaryotic translation initiation factor 5B {ECO:0000305|PubMed:12507428}	NA
YCL009C	0	0	0	P25605	ILV6	Acetolactate synthase small subunit, mitochondrial precursor	NA
YMR108W	0	0	0	P07342	ILV2	Acetolactate synthase catalytic subunit, mitochondrial precursor	SMR1
YOL157C	0	0	0	Q08295	IMA2	Oligo-1,6-glucosidase IMA2	NA
YJR094C	0	0	0	P21190	IME1	Meiosis-inducing protein 1	NA
YLR309C	0	0	0	Q06704	IMH1	Golgin IMH1	SYS3
YOR044W	0	0	0	Q08416	IRC23	Increased recombination centers protein 23	NA
YDR332W	0	0	0	Q06683	IRC3	Putative ATP-dependent helicase IRC3	NA
YER180C	0	0	0	P32645	ISC10	Meiosis-specific protein ISC10	NA
YNL157W	0	0	0	P53897	IGO1	mRNA stability protein IGO1	NA
YJR138W	0	0	0	P47170	IML1	Vacuolar membrane-associated protein IML1	SEA1
YJL082W	0	0	0	P47031	IML2	Mitochondrial outer membrane protein IML2	NA
YMR150C	0	0	0	P28627	IMP1	Mitochondrial inner membrane protease subunit 1	PET2858
YIL002C	0	0	0	P40559	INP51	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP51	SJL1
YOR109W	0	0	0	Q12271	INP53	Polyphosphatidylinositol phosphatase INP53	SJL3;SOP2
YOR135C	0	0	0	Q08522	IRC14	Putative increased recombination centers protein 14	NA
YJL037W	0	0	0	P47056	IRC18	Outer spore wall protein 6 {ECO:0000303|PubMed:23966878} precursor	OSW6 {ECO:0000303|PubMed:23966878}
YIR005W	0	0	0	P40565	IST3	U2 snRNP component IST3	SNU17
YBR245C	0	0	0	P38144	ISW1	ISWI chromatin-remodeling complex ATPase ISW1	NA
YOR304W	0	0	0	Q08773	ISW2	ISWI chromatin-remodeling complex ATPase ISW2	NA
YER110C	0	0	0	P40069	KAP123	Importin subunit beta-4 {ECO:0000305}	YRB4 {ECO:0000303|PubMed:9321403}
YLR432W	0	0	0	P50095	IMD3	Inosine-5'-monophosphate dehydrogenase 3 {ECO:0000255|HAMAP-Rule:MF_03156}	NA
YJL106W	0	0	0	P32581	IME2	Meiosis induction protein kinase IME2/SME1	SME1
YPL099C	0	0	0	Q02888	INA17	Inner membrane assembly complex subunit 17 {ECO:0000305|PubMed:24942160} precursor	AIM43 {ECO:0000303|PubMed:19300474};FMP14 {ECO:0000303|PubMed:14576278}
YJL153C	0	0	0	P11986	INO1	Inositol-3-phosphate synthase	NA
YOL108C	0	0	0	P13902	INO4	Protein INO4	NA
YOR235W	0	0	0	Q08630	IRC13	Putative increased recombination centers protein 13	NA
YPR038W	0	0	0	Q6B0V8	IRC16	Putative increased recombination centers protein 16	NA
YFR043C	0	0	0	P43615	IRC6	Increased recombination centers protein 6	NA
YOR155C	0	0	0	Q99312	ISN1	IMP-specific 5'-nucleotidase 1	NA
YKL032C	0	0	0	P33417	IXR1	Intrastrand cross-link recognition protein	ORD1
YGL192W	0	0	0	P41833	IME4	N6-adenosine-methyltransferase IME4	SPO8
YBR107C	0	0	0	P38265	IML3	Central kinetochore subunit IML3	MCM19
YLR095C	0	0	0	Q12072	IOC2	ISWI one complex protein 2	NA
YMR044W	0	0	0	Q04213	IOC4	ISWI one complex protein 4	NA
YMR174C	0	0	0	P01094	PAI3	Protease A inhibitor 3	NA
YDR173C	0	0	0	P07250	ARG82	Inositol polyphosphate multikinase	ARGR3;IPK2
YKR019C	0	0	0	P36115	IRS4	Increased rDNA silencing protein 4	NA
YJR050W	0	0	0	P21374	ISY1	Pre-mRNA-splicing factor ISY1	NTC30;UTR3
YJR119C	0	0	0	P47156	JHD2	Histone demethylase JHD2	NA
YDR315C	0	0	0	Q06667	IPK1	Inositol-pentakisphosphate 2-kinase	GSL1
YPR067W	0	0	0	Q12425	ISA2	Iron-sulfur assembly protein 2	NA
YGL133W	0	0	0	P53125	ITC1	Imitation switch two complex protein 1	NA
YDL115C	0	0	0	Q07532	IWR1	RNA polymerase II nuclear localization protein IWR1	NA
YLR023C	0	0	0	Q07959	IZH3	ADIPOR-like receptor IZH3	NA
YLR331C	0	0	0	O13555	JIP3	Putative uncharacterized protein JIP3	NA
YKL001C	0	0	0	Q02196	MET14	Adenylyl-sulfate kinase	NA
YJR047C	0	0	0	P19211	ANB1	Eukaryotic translation initiation factor 5A-2	HYP1;TIF51B
YNL106C	0	0	0	P50942	INP52	Polyphosphatidylinositol phosphatase INP52	SJL2
YMR267W	0	0	0	P28239	PPA2	Inorganic pyrophosphatase, mitochondrial precursor	IPP2
YPL017C	0	0	0	Q02733	IRC15	Increased recombination centers protein 15	NA
YLL033W	0	0	0	Q07843	IRC19	Increased recombination centers protein 19	RRG4
YJL142C	0	0	0	P47010	IRC9	Putative uncharacterized protein IRC9	NA
YHR079C	0	0	0	P32361	IRE1	Serine/threonine-protein kinase/endoribonuclease IRE1 precursor	ERN1
YMR081C	0	0	0	P32488	ISF1	Increasing suppression factor 1	MBR3
YOR226C	0	0	0	Q12056	ISU2	Iron sulfur cluster assembly protein 2, mitochondrial precursor	NUA2
YDR475C	0	0	0	Q03361	JIP4	Uncharacterized protein JIP4	NA
YNL227C	0	0	0	P53863	JJJ1	J protein JJJ1	NA
YPL125W	0	0	0	Q02932	KAP120	Importin beta-like protein KAP120	NA
YER123W	0	0	0	P39962	YCK3	Casein kinase I homolog 3	CKI3
YFR014C	0	0	0	P27466	CMK1	Calcium/calmodulin-dependent protein kinase I	NA
YOL016C	0	0	0	P22517	CMK2	Calcium/calmodulin-dependent protein kinase II	NA
YOL081W	0	0	0	P19158	IRA2	Inhibitory regulator protein IRA2	CCS1;GLC4
YOR013W	0	0	0	Q12479	IRC11	Putative increased recombination centers protein 11	NA
YLR247C	0	0	0	Q06554	IRC20	Uncharacterized ATP-dependent helicase IRC20	NA
YEL001C	0	0	0	P40006	IRC22	Increased recombination centers protein 22 precursor	NA
YFR038W	0	0	0	P43610	IRC5	Uncharacterized ATP-dependent helicase IRC5	NA
YOL103W	0	0	0	P30606	ITR2	Myo-inositol transporter 2	NA
YDR229W	0	0	0	Q04934	IVY1	Protein IVY1	NA
YER051W	0	0	0	P40034	JHD1	JmjC domain-containing histone demethylation protein 1	NA
YNL265C	0	0	0	P53843	IST1	Vacuolar protein sorting-associated protein IST1	NA
YPL135W	0	0	0	Q03020	ISU1	Iron sulfur cluster assembly protein 1, mitochondrial precursor	NUA1
YJR069C	0	0	0	P47119	HAM1	Inosine triphosphate pyrophosphatase {ECO:0000255|HAMAP-Rule:MF_03148}	NA
YOL002C	0	0	0	Q12442	IZH2	ADIPOR-like receptor IZH2	PHO36
YPR061C	0	0	0	Q12350	JID1	J domain-containing protein 1	NA
YNL154C	0	0	0	P23292	YCK2	Casein kinase I homolog 2	CKI1
YGL203C	0	0	0	P09620	KEX1	Pheromone-processing carboxypeptidase KEX1 precursor	NA
YHR102W	0	0	0	P38692	KIC1	Serine/threonine-protein kinase KIC1	NRK1
YDR492W	0	0	0	Q03419	IZH1	ADIPOR-like receptor IZH1	NA
YLL057C	0	0	0	Q12358	JLP1	Alpha-ketoglutarate-dependent sulfonate dioxygenase	NA
YDR226W	0	0	0	P07170	ADK1	Adenylate kinase {ECO:0000255|HAMAP-Rule:MF_03168} precursor	AKY;AKY1;AKY2
YIL033C	0	0	0	P07278	BCY1	cAMP-dependent protein kinase regulatory subunit	REG1;SRA1
YDL124W	0	0	0	Q07551	NA	NADPH-dependent alpha-keto amide reductase	NA
YDR017C	0	0	0	Q12494	KCS1	Inositol hexakisphosphate kinase 1	NA
YHR025W	0	0	0	P17423	THR1	Homoserine kinase	NA
YMR065W	0	0	0	Q04746	KAR5	Nuclear fusion protein KAR5 precursor	FIG3
YBL098W	0	0	0	P38169	BNA4	Kynurenine 3-monooxygenase {ECO:0000255|HAMAP-Rule:MF_03018}	NA
YGR040W	0	0	0	P14681	KSS1	Mitogen-activated protein kinase KSS1	NA
YMR106C	0	0	0	Q04437	YKU80	ATP-dependent DNA helicase II subunit 2	HDF2
YCL055W	0	0	0	P25583	KAR4	Karyogamy protein KAR4	NA
YKL161C	0	0	0	P36005	KDX1	Serine/threonine-protein kinase KDX1	MLP1
YPL263C	0	0	0	Q08979	KEL3	Kelch repeat-containing protein 3	NA
YNL238W	0	0	0	P13134	KEX2	Kexin precursor	QDS1
YLR133W	0	0	0	P20485	CKI1	Choline kinase	CKI
YDR122W	0	0	0	P13185	KIN1	Serine/threonine protein kinase KIN1	NA
YCR091W	0	0	0	P25341	KIN82	Serine/threonine-protein kinase KIN82	FPK2
YER099C	0	0	0	P38620	PRS2	Ribose-phosphate pyrophosphokinase 2	PRPS2;PRS
YOL061W	0	0	0	Q12265	PRS5	Ribose-phosphate pyrophosphokinase 5	PRPS5
YIL085C	0	0	0	P40504	KTR7	Probable mannosyltransferase KTR7	NA
YNL024C-A	0	0	0	Q8TGJ3	KSH1	Protein kish precursor	NA
YPR159W	0	0	0	P32486	KRE6	Beta-glucan synthesis-associated protein KRE6	CWH48
YGL079W	0	0	0	P53158	KXD1	Biogenesis of lysosome-related organelles complex 1 subunit KXD1	NA
YLR231C	0	0	0	Q05979	BNA5	Kynureninase {ECO:0000255|HAMAP-Rule:MF_03017}	NA
YAL018C	0	0	0	P31379	LDS1	Outer spore wall protein LDS1 {ECO:0000305|PubMed:23966878}	NA
YDR428C	0	0	0	Q04066	BNA7	Kynurenine formamidase {ECO:0000255|HAMAP-Rule:MF_03014}	NA
YDL049C	0	0	0	P50112	KNH1	Cell wall synthesis protein KNH1 precursor	NA
YLL019C	0	0	0	P32350	KNS1	Dual specificity protein kinase KNS1	NA
YDR532C	0	0	0	Q04431	KRE28	Spindle pole body component KRE28	NA
YBR199W	0	0	0	P38131	KTR4	Probable mannosyltransferase KTR4	NA
YOL025W	0	0	0	Q92325	LAG2	Cullin-associated NEDD8-dissociated protein 1 homolog	NA
